target_id	tpm01	tpm02	tpm03	tpm04	tpm05	tpm06	tpm07	tpm08	tpm09	tpm10	tpm11	tpm12	tpm13	tpm14	tpm15
sericin 2	6176.66	3971.8	438.164	2169.41	30.9114	1.39291	6.1812	6204.94	290.582	308.319	311.188	1.51546	0.264485	0.833195	0.166964
sericin 1	34.3627	42.578	140.042	147.008	6.07406	0.645608	2.94E-08	2770.88	283.851	292.185	295.628	122.306	0.0503221	0	0
fibroin L chain	58425.5	58629.9	41108.9	21040	51820.3	62895.2	38327.5	1791.66	7780.45	7600.87	7624.09	1682.16	53068.5	63858.7	59079
fibroin H chain	1068.15	229.478	152.677	239.447	296.698	325.211	1111.35	2.91849	1.51234	2.15017	2.3022	1.81429	33.8875	32.8978	35.5443
KWMTBOMO04643.mrna1	3918.3	1541.41	9368.48	18297.4	10975.2	19530.3	7213.28	902.281	41325.2	39985.1	40061.1	6434.87	8234.06	10135.8	12492.5
KWMTBOMO09876.mrna1	11375	11116.7	7987.83	7945.63	9137.04	9907.33	12489.4	3234.35	7579.67	7364.94	7459.21	10035.4	11958.6	12038.1	10910.1
KWMTBOMO01381.mrna1	7125.64	8217.75	6627.45	9781.49	6657.44	10389.8	6844.35	1795.33	11179	11074.4	11030.5	7297.72	10130.2	9125.22	9214.79
KWMTBOMO08666.mrna1	8477.5	7794.86	8267.71	9576.13	8799.38	10445.1	13275.4	2512.87	1134.18	1138.19	1121.63	10828.4	9500.47	9116.07	9484.97
KWMTBOMO09230.mrna1	6552.21	7376.15	5357.34	6588.05	5049.21	8183.11	8446.52	2432.79	10515.6	10537.8	10429.7	9162.2	12577.3	12293.3	11006.7
KWMTBOMO15114.mrna1	9243.6	7708.03	11490.8	10469.3	11701	11477.4	12978.7	2812.34	3047.67	3083.59	3099.44	7274.16	7451.36	7257.69	7555.25
KWMTBOMO10211.mrna1	6898.68	6849.13	7613.23	6296.36	8223.26	7284.88	14450.7	2527.57	13792.4	13618	13631.1	5201.77	7261.49	6651.62	6476.82
KWMTBOMO07367.mrna1	4905.78	7475.87	7268	6638.14	7326.88	8191.64	7257.65	2403.99	4197.32	4359.57	4327.74	6175.13	8409.69	8248.11	8287.29
KWMTBOMO07688.mrna1	7835.49	5994.81	6902.39	7788.84	7009.35	6887.72	8837.34	1709.32	1059.33	1024.44	1008.27	9660.38	8355.31	8465.39	8120.66
KWMTBOMO14169.mrna1	6929.11	6481.55	8453.92	10377	8752.29	9601.32	7305.25	2423.45	797.89	790.346	782.263	8366.26	7183.23	6922.88	6910.84
KWMTBOMO05068.mrna1	4881.03	6447.38	6285.05	5603.54	5726.47	7052.52	5290.55	3802.1	21548.1	21347.3	21257.8	6745.5	10701.1	10310.5	9424.55
KWMTBOMO01001.mrna1	14324.1	6827.23	3945.11	3217.53	6682.53	9389.15	8207.16	876.137	2021.79	1977.56	2008.56	448.644	25996.8	36899.8	28498.6
KWMTBOMO06721.mrna1	6076.72	6730.74	5680.44	6648.4	5676.4	8368.66	7452.67	4010.38	1511.08	1489.5	1472.44	8700.05	9761.72	9515.74	9438.94
KWMTBOMO12706.mrna1	4673.86	4470.61	6229.89	6775.82	6652.34	9742.77	6602.92	1493.27	2188.91	2077.83	2087.44	6014.63	7906.43	7512.94	7660.21
KWMTBOMO05979.mrna1	6386.45	6077.37	4680.52	5345.1	4528.51	6682.59	7509.74	3626.06	1504.09	1480.25	1498.41	6552.2	6789.15	6749.22	6773.72
KWMTBOMO12287.mrna1	6089.21	6099.34	6040.07	5791.99	5929.38	7659.37	6839.82	2497.15	2069.38	2049.58	2065.11	6488.75	6275.9	5804.75	6520.16
KWMTBOMO02278.mrna1	5146.74	3438.91	4756.9	6586.68	5833	6011.72	3148.49	2617.34	6506.98	6601.52	6561.45	5122.4	6643.29	6578.81	6745.95
KWMTBOMO08797.mrna1	5614.43	6162.6	5870.97	6032.13	5939.79	7288.42	4536.21	2758.55	3763.99	3677.41	3729.64	7561.16	8931.05	8551.55	8102.18
KWMTBOMO01941.mrna1	3296.77	4322.73	5834.07	4797.11	6499.17	5031.36	4469.09	904.613	11639.4	11614.2	11619.1	4314.9	6679.99	6382.35	6055.49
KWMTBOMO08064.mrna1	4813.93	5231.44	6517.67	5956.21	6256.7	6918.33	5706.93	1873.27	2551.04	2588.58	2557.32	5597.56	6980.48	6649.61	6689.27
KWMTBOMO13074.mrna1	7791.1	6077.01	5374.75	5336.16	5074.36	5958.02	7272.03	2141.3	9014.45	8920.19	8968.44	4588.59	5678.78	5490.36	5424.12
KWMTBOMO10509.mrna1	5618.11	6379.44	5589.33	5319.39	5646.07	5699.61	6080.03	3638.84	2857.38	2884.4	2847.1	6178.3	6947.59	6746.99	6785.18
KWMTBOMO07888.mrna1	4617.09	5765.58	5505.4	5470.51	5799.41	5590.41	6053.68	2025.42	1202.62	1210.11	1216.86	4796.52	6417.07	6215.97	6454.44
KWMTBOMO00838.mrna1	5796.23	5400.96	4292.61	4106.32	4313.77	5136.56	7359.51	2832.8	5603.67	5467.64	5469.51	7335	9261.52	8748.42	8446.44
KWMTBOMO06974.mrna1	4874.12	6339.51	5406.68	5714.86	5318.79	6895.04	4365.97	1158.64	4987	4985.15	5043.27	5727.93	7439.4	7239.93	6879.03
KWMTBOMO01273.mrna1	5317.71	5624.19	5010.25	5239.02	4791.1	5749.66	6709.03	2135.99	1862.49	1880.32	1863.23	6442.61	6600.23	6327.51	6613.45
KWMTBOMO09205.mrna1	5711.01	5738.17	4909.66	4849.32	4833.77	6154.53	5240.92	3259.54	3055.38	3019.51	3034.04	7213.22	8048.17	7914.42	7878.34
KWMTBOMO02059.mrna1	4527.7	5975.54	4557.44	5073.6	4011.5	5965.76	5199.93	1853.91	5060.33	5058.1	5015.07	6204.56	7424.15	7302.69	7381.94
KWMTBOMO05355.mrna1	5264.44	3436.13	3579.89	4990.64	3712.22	4541.65	5043.41	4957.95	783.57	783.424	783.052	7788.39	5565.54	5129.36	5770.9
KWMTBOMO08440.mrna1	5712.64	4633.31	3954.14	5575.4	4002.28	6034.35	7283.23	1324.51	902.904	897.188	886.981	4880.3	5444.01	5418.3	5159.3
KWMTBOMO01068.mrna1	4665.08	5854.79	4395.88	4934.09	4462.08	5200.64	8872.61	1965.92	1837.65	1775.74	1781.79	6387.22	5010.74	4721.02	5202.66
KWMTBOMO09232.mrna1	4101.97	4644.18	5257.72	4451.3	4742.73	4690.46	4035.65	1659.55	1376.68	1375.45	1402.44	4616.24	5003.02	4877.33	4757.48
KWMTBOMO07200.mrna1	4586.37	4259.12	4390.11	5279.14	4932.17	4398.06	4828.26	1661.33	1533.27	1494.95	1495.81	4835.69	5661.94	5669.57	5867.06
KWMTBOMO13569.mrna1	4443.26	5211.69	4535.04	4939.98	4542.61	6321.86	3575.57	1926.86	2799.92	2810.9	2836.43	5428.7	7596.53	7241.18	6847.75
KWMTBOMO08699.mrna1	5102.61	5032.2	4516.63	4627.12	4128.88	3609.02	4028.64	2969.67	3113.41	3010.57	2987.04	6097.74	5921.94	5846.49	5726.15
KWMTBOMO03951.mrna1	4482.87	6180.73	4349.13	4311.32	4719.35	5134.26	7415.7	2306.1	3393.12	3399.3	3393.21	3943.12	4727.96	4666.69	4556.63
KWMTBOMO13960.mrna1	3434.53	4321.95	4785.93	4463.35	4649.21	5556.46	4194.41	1567.91	3402.53	3344.85	3346.74	5120.28	5043.91	4911.59	5081.99
KWMTBOMO09342.mrna1	1805.12	1663.38	7828.77	4338.5	7351.29	6787.86	4373.01	446.463	2288.61	2313.26	2305.32	4504.98	13032.2	12899.8	8584.95
KWMTBOMO06229.mrna1	5382.55	4509.34	3898.72	4030.4	3729.64	4348.82	4730.24	1787.66	509.294	493.99	494.82	5685.73	4662.48	4581.04	4694.91
KWMTBOMO02006.mrna1	4232.15	4632.08	4241.86	4326.44	4900.34	5073.85	2966.91	1314.05	382.261	374.431	370.242	5732.28	5366.24	5499.75	5165.67
KWMTBOMO08894.mrna1	4512.75	4313.31	3984.88	3996.89	3956.54	4815.96	5216.31	1940.77	1954.37	1967.83	1956.01	5006.94	6047.81	5826.25	5982.64
KWMTBOMO08820.mrna1	3381.69	4302.28	3503.36	4784.2	4240.18	5046.78	3482.61	2005.61	1153.77	1139.05	1138.97	4188.94	5271.67	5201.98	4810.46
KWMTBOMO12483.mrna1	4054.96	3953.04	4000.04	4405.49	3804.47	5379.69	4397.02	852.371	1687.72	1665.13	1669.43	4842.16	5432.11	5332.03	5450.18
KWMTBOMO11987.mrna1	3782.41	3453.6	4485.87	5482.68	4544.11	4900.41	4334.86	670.606	1731.55	1635.71	1627.64	4027.11	4214	4049.77	4124.27
KWMTBOMO00973.mrna1	10562	6053.74	5647.35	3819.67	6262.66	4446.36	6572.82	3839.99	1850.61	1878.96	1873.05	580.746	3341.27	4166.88	4036.98
KWMTBOMO13800.mrna1	3962.67	4230.9	4380.82	3852.45	4367.96	3984.53	3516.39	2132.72	527.779	542.819	559.78	5468.22	5803.06	5655.04	5812.25
KWMTBOMO11255.mrna1	4277.02	3695.63	4229.13	3883.06	3947.9	5066.25	3335.55	1555.81	1292.32	1335.7	1337.42	4635.89	5507.35	5344.97	5189.72
KWMTBOMO02477.mrna1	3548.74	3612.6	4066.95	3846.17	4118.04	4462.34	3931	2001.61	1690.05	1624.05	1638.96	5737.69	4867.51	5162.29	4911.73
KWMTBOMO06480.mrna1	3727.95	4513.22	3844.24	3895.01	3386.57	4389.55	4802.15	2075.29	901.004	863.237	848.055	5586.18	5181.02	5024.12	5118.07
KWMTBOMO07772.mrna1	2985.79	3704.46	4077.17	4781.23	4153.65	4490.97	4667.17	1437.22	1091.18	1095.73	1053.05	4766.51	3823.43	3432.38	3869.81
KWMTBOMO08961.mrna1	3181.96	3707.04	5566.66	4670.19	6080.04	3722.17	6140.39	1186.2	667.376	677.336	671.693	3813.72	4506.45	4274	4337.89
KWMTBOMO12497.mrna1	3709.01	3370.82	3512.98	4270.32	3576.74	4683.06	3725.82	1436.27	401.908	383.555	392.82	5168.63	4064.13	3655.28	4182.06
KWMTBOMO08543.mrna1	4500.44	3626.93	3315.48	3652.9	3264.23	3971.16	3785.83	1532.57	520.88	485.38	498.278	5172.44	4517.83	4257.69	4329.27
KWMTBOMO08100.mrna1	3822.71	4220.94	3746.12	3355.44	3399.03	3996.21	4729.31	1259.24	692.83	715.823	689.26	4501.89	3629.49	3493.09	3593.35
KWMTBOMO14639.mrna1	3389.66	3450.4	3582.67	3621.78	3601.29	4587.39	2874.07	796.286	1107.17	1068.35	1101.57	4203.31	3963.46	3983.27	3904.31
KWMTBOMO13455.mrna1	4284.33	3586.91	3568.05	3837.94	3382.01	3676.47	3421.25	1314.91	893.113	861.359	885.778	4215.68	3628.41	3579.93	3438.07
KWMTBOMO08983.mrna1	4586.12	3589.03	2944.61	3546.56	2820.25	4478.58	3253.94	1730.29	849.303	805.265	815.363	4069.41	4581.26	4587.26	4566.19
KWMTBOMO05280.mrna1	4070.79	3931.55	3052.06	3981.04	3216.03	4478.2	5691.49	1408.24	427.784	424.278	402.221	3647.03	3530.59	3599.16	3442.59
KWMTBOMO01918.mrna1	2348.64	4394.52	1193.6	1866.41	1257.73	2380.77	2001.5	746.904	6189.07	6098.68	6107.52	3526.06	5072.44	5004.98	4210.08
KWMTBOMO01320.mrna1	3616.59	3541.18	3265.51	3294.9	3127.9	4570.64	3455.87	1886.85	3143.62	3112.72	3108.13	4363.67	5184.24	5228.37	4897.35
KWMTBOMO00974.mrna1	3700.01	3412.71	3197.36	3266.98	3451.97	4453.73	5948.87	764.201	2378.57	2247.01	2285.16	2944.22	3939.32	3824.17	3603.6
KWMTBOMO05723.mrna1	3049.45	3397.9	3368.57	3761.42	3628.39	3519.82	2973.17	1801.97	1019.84	988.456	1017.54	3811.2	4237.52	4039.25	4175.58
KWMTBOMO09442.mrna1	2601.38	2562.06	3304.62	3234.36	3225.42	3260.61	3406.41	2209.38	608.28	607.674	606.799	4594.39	3727.79	3608.48	3761.74
KWMTBOMO11985.mrna1	3245.66	3155.32	3205.75	3657.88	3131.62	4432.07	2478.61	1886.99	389.286	387.401	387.375	4434.06	4800.33	4617.64	4558.43
KWMTBOMO08399.mrna1	2873.64	3053.45	3230.61	2991.98	3154.49	3654.84	3230.18	1136.48	877.853	836.981	831.984	3663.49	3932.12	3868.92	3744.68
KWMTBOMO01055.mrna1	4863.97	4535.95	3282.91	3859.59	3235.38	4445.35	3834.78	1450.32	801.28	790.223	780.915	3105.24	2414.53	2380.3	2438.13
KWMTBOMO12428.mrna1	3696.75	3505.23	3619.72	3501.62	3419.63	4106.05	3058.33	917.688	426.606	425.603	425.041	3945.54	2971.24	2949.8	2837
KWMTBOMO09300.mrna1	3590.78	3919.17	2724.49	3333.72	2341.74	3582.47	2053.33	1724.52	482.51	496.201	501.118	4788.26	3531.63	3036.02	3408.24
KWMTBOMO10591.mrna1	2466.12	3196.33	3113.36	3018.16	2977.02	3846.68	2213.1	1372.6	521.543	528.215	529.521	3702.79	3671.77	3628.49	3674.75
KWMTBOMO11678.mrna1	2664.92	3058.07	2953.49	2565.04	2762.9	3305.45	2966.53	1517.81	361.309	362.902	348.842	3139.3	3365.71	3174.55	3255.12
KWMTBOMO11731.mrna1	3905.72	3081.04	2094.04	2903.97	2299	3318.22	2672.72	2370.96	373.779	360.939	361.383	5311.45	4971.27	5022.94	5210.81
KWMTBOMO05228.mrna1	2528.33	2859.71	2706.2	3605.48	3165.39	3326.17	2854.58	1555.65	1599.59	1567.82	1542.24	3754.74	3593.99	3139.31	3510.2
KWMTBOMO02542.mrna1	2751.25	2499.49	1433.5	1504.23	1798.21	1436.72	2859.62	8548.57	19570.2	18784	18827.4	3078.53	2478.82	3527.58	5564.04
KWMTBOMO10248.mrna1	4145.32	3558.59	3191.51	3059.48	3353.76	2128.34	2375.05	1069.19	386.887	367.08	365.796	3991.65	2929.69	2732.59	2719.36
KWMTBOMO12018.mrna1	1250.94	2854.25	3704.39	2676.82	3324.63	2642.94	2147.46	1358.52	699.451	665.229	659.171	3124.49	2913.18	2783.69	2827.26
KWMTBOMO01148.mrna1	2602.63	2447.47	2559.24	3231.35	2731.06	3330.59	2029.63	1647.12	492.422	476.777	492.374	4066.99	4471.85	4370.14	4315.85
KWMTBOMO13859.mrna1	2720.86	2285.67	2596.43	2871.05	2333.08	3689.31	2374.16	955.565	1053.54	1014.54	1014.53	3048.1	3333.21	3142.67	3332.28
KWMTBOMO02724.mrna1	2511.18	3310.22	3835.91	3137.17	4155.16	3002.57	3955.28	1660.03	350.009	334.563	343.779	3977.39	2455.41	2402.92	2525.42
KWMTBOMO11021.mrna1	2020.39	1700.32	3126.66	2605.35	2837.19	2528.68	1091.65	578.975	1700.12	1697.21	1715.99	2669.11	2973.56	2764.74	2508.14
KWMTBOMO09360.mrna1	2823.72	3245.8	2295.92	2362.35	2102.01	2339.38	3049.47	1398.15	387.058	380.327	380.407	4008.74	2610.27	2372.88	2584.44
KWMTBOMO07600.mrna1	1973.39	4261.51	1012.55	1218.83	1374.47	1636.43	4269.68	512.174	2296.4	2288.64	2284.86	1962.32	3168.26	3330.65	2568.41
KWMTBOMO05675.mrna1	2917.58	2608.54	3796.99	2768.22	4222.03	1825.61	3484.7	1663.19	936.396	968.623	954.348	3818.54	2209.28	2046.03	2117.69
KWMTBOMO15198.mrna1	2475.59	2820.71	2777.77	2204.37	3113.3	3456.23	2145.73	351.146	143.511	148.022	152.387	1081.61	2138.93	2500.18	1638.98
KWMTBOMO01424.mrna1	1879.16	2016.62	1933.6	2002.79	2108.21	1179.1	2369.3	1128.77	1207.77	1218.67	1230.33	3107.33	2439.91	2519.85	2427.56
KWMTBOMO09788.mrna1	2118.75	1934.07	1536.45	2795.23	965.396	1315.51	866.526	1854.83	5381.62	5404.5	5310.79	7170.77	1468.92	1045.91	1519.57
KWMTBOMO15911.mrna1	2085.18	1930.65	2079.35	2447.41	1429.51	1848.66	1558.73	4131.32	196.325	202.488	191.511	3393.38	1283.1	1279.09	1954.1
KWMTBOMO04584.mrna1	1433.92	1982.99	2669.07	1640.25	2273.22	2158.39	1800.67	294.462	650.956	651.256	662.749	1439.42	1607.01	1662.69	1366.7
KWMTBOMO00339.mrna1	1944.17	1487.74	747.451	1900.97	1052.72	1550.47	1155.39	1456.08	1866.33	1826.26	1812.17	1573.72	1461.76	1556.98	1430.09
KWMTBOMO03317.mrna1	1694.6	1321.25	933.553	1674.63	1067.29	1771.93	1544.92	775.467	93.2807	91.7476	79.6733	1951.12	1701.66	1762.35	1763.37
KWMTBOMO10049.mrna1	1073.61	1519.22	2417.61	2328.64	2629.56	2281.43	1106.83	137.449	1636.44	1739.46	1737.73	1230.01	1517.86	1475.8	1341.6
KWMTBOMO14958.mrna1	1271.21	2289.21	1394.17	1367.31	1589.24	1511.25	2990.66	858.465	301.566	282.957	279.532	2821.49	3048.12	3106.84	2836.39
KWMTBOMO03314.mrna1	2305.6	1747.72	1351.04	1203.94	1466.2	1669.74	1313.12	189.574	1442.38	1485.74	1505.89	1990.21	2497.69	2559.67	2198.37
KWMTBOMO12895.mrna1	2108.24	1920.37	1808.28	1725.27	1477.78	2623.83	1389.55	676.576	149.342	153.404	150.786	1640.26	1446.94	1558.29	1353.48
KWMTBOMO15407.mrna1	805.856	1000.98	1758.56	1362.06	1614.83	1328.66	744.142	563.175	2117.99	2123.36	2110.06	1313.5	1204.99	1191.19	1142.69
KWMTBOMO13979.mrna1	1313.29	1390.86	1237.47	1447.04	1167.94	1484.56	1064.05	633.026	538.797	525.699	528.054	1814.98	1961.18	1913.16	1877.05
KWMTBOMO02490.mrna1	1224.87	1304.16	1001.38	1010	999.305	1124.02	2072.01	707.125	807.354	800.127	790.35	1586.62	2010.36	2201.6	2159.99
KWMTBOMO02638.mrna1	1114.14	987.495	737.751	1313.3	792.169	1326.04	800.954	1140.07	315.231	327.992	315.448	1722.39	1767.21	1593.17	2020.3
KWMTBOMO03113.mrna1	1023.07	764.94	1135.25	1017.07	1227.04	1601.96	870.093	373.51	94.1085	97.2932	90.1626	859.761	1161.67	1262.43	1117.82
KWMTBOMO05669.mrna1	690.75	818.471	1608.2	1110.98	1204.83	985.754	1415.42	509.252	2171.44	2207.41	2216.01	752.45	588.61	683.043	619.973
KWMTBOMO14939.mrna1	585.287	1049.63	570.728	558.543	601.271	573.539	1058.05	378.902	931.243	901.747	930.658	1010.07	1403.32	1398.73	1309.31
KWMTBOMO13597.mrna1	663.737	739.263	1158.88	658.2	991.293	968.32	631.084	399.097	910.776	928.165	944.178	704.59	1044.86	1160.41	946.511
KWMTBOMO11083.mrna1	927.115	0	2.13282	1553.16	103.071	1412.72	0	1671.16	0	0	0	981.901	958.431	1061.93	1227.21
KWMTBOMO06427.mrna1	1147.53	1079.23	1422.18	1075.18	1216.24	1778.62	804.874	215.873	145.416	144.911	146.899	1016.49	919.974	914.382	799.99
KWMTBOMO09631.mrna1	637.258	741.081	1225.41	895.019	1149.39	1046.24	767.751	275.53	960.264	943.62	947.214	677.921	914.872	1061	818.255
KWMTBOMO01182.mrna1	769.921	1065.39	636.794	897.099	714.714	929.079	980.975	991.853	696.288	680.41	678.401	1353.35	989.262	1035.07	863.708
KWMTBOMO02241.mrna1	651.677	851.497	1407.08	864.274	1002.26	960.03	893.366	279.828	398.449	395.965	394.928	932.917	683.42	836.649	661.6
KWMTBOMO03005.mrna1	740.897	1209.82	844.375	1518.51	899.93	1314.14	446.319	442.2	21.4395	22.0881	22.9947	1176.69	826.754	807.556	893.329
KWMTBOMO02082.mrna1	686.823	808.954	381.572	1016.71	504.918	882.456	1076.64	578.928	118.331	109.198	112.54	1020.62	951.51	967.969	1072.65
KWMTBOMO10381.mrna1	567.296	803.065	888.358	734.002	879.691	742.654	1690.19	407.897	496.907	519.594	518.704	854.021	1018.24	1084.19	905.512
KWMTBOMO02431.mrna1	496.307	800.561	637.344	602.279	657.244	600.165	606.434	268.058	855.022	862.25	853.589	1037.5	1297.63	1254.42	1149.57
KWMTBOMO10128.mrna1	824.927	867.607	709.893	782.333	687.105	796.054	1057.98	424.58	528.722	546.288	525.977	1030.2	1311.35	1457.7	1285.14
KWMTBOMO13619.mrna1	794.449	776.854	876.436	665.221	413.051	573.378	305.914	2481	2353.19	2295.67	2311.47	843.167	269.313	379.528	452.897
KWMTBOMO05078.mrna1	567.124	738.372	1075.72	831.202	913.279	984.337	1012.36	361.03	409.708	397.567	402.505	765.596	806.746	897.857	758.204
KWMTBOMO06258.mrna1	760.818	793.936	632.882	634.887	806.136	598.626	749.43	417.821	356.702	359.97	371.858	811.236	1022.87	874.439	954.569
KWMTBOMO02540.mrna1	2556.52	520.659	440.004	652.417	726.89	746.292	601.733	5165.32	0	0	0	1188.57	1257.98	1787.37	2219.51
KWMTBOMO12696.mrna1	400.088	1668.28	2158.67	1002.35	3161.39	1982.04	1161.85	0.423286	0.745972	0.644523	2.10659	87.6547	1387.25	717.501	648.478
KWMTBOMO16087.mrna1	734.062	943.458	754.052	1748.96	608.692	1385.87	702.408	430.116	42.8142	44.5396	43.578	1907.75	740.029	398.283	601.848
KWMTBOMO06373.mrna1	404.194	859.853	418.372	685.433	356.86	775.264	736.243	66.3864	68.3347	66.7597	69.5476	1082.64	1015.03	696.617	775.243
KWMTBOMO04652.mrna1	447.733	693.404	510.54	540.276	544.376	572.521	994.336	133.661	650.947	637.389	637.898	566.401	719.883	730.74	672.195
KWMTBOMO03120.mrna1	403.762	538.529	509.244	563.621	538.724	502.789	633.214	254.345	635.344	638.946	640.501	674.324	741.775	754.366	729.411
KWMTBOMO11772.mrna1	279.599	538.794	1112.62	629.793	872.808	650.193	633.469	99.7222	952.83	997.342	981.023	589.226	464.871	418.93	418.104
KWMTBOMO06633.mrna1	1258.48	1281.31	526.723	1185.93	332.917	159.674	628.014	1899.64	2418.6	2396.21	2400.53	580.697	450.429	402.68	460.551
KWMTBOMO10175.mrna1	751.855	618.608	956.869	1298.86	600.168	770.735	406.753	1613.27	52.6602	55.8971	54.6211	1620.46	557.891	515.597	652.038
KWMTBOMO11351.mrna1	696.606	574.792	610.86	900.658	567.437	767.097	352.538	357.588	41.6798	41.9049	42.9179	862.376	757.078	755.198	745.864
KWMTBOMO04594.mrna1	437.833	576.156	649.276	630.357	840.406	638.968	562.184	427.274	326.112	328.073	320.871	691.715	664.693	607.351	772.912
KWMTBOMO07857.mrna1	786.66	478.501	247.531	604.263	330.37	802.843	343.426	791.961	473.779	411.353	407.79	1312.89	1696.6	1854.84	2098.98
KWMTBOMO08642.mrna1	700.777	806.841	780.765	1036.47	603.574	865.118	2260.91	416.855	187.41	188.859	189.992	1450.67	232.78	238.873	255.211
KWMTBOMO03173.mrna1	442.429	823.605	493.169	1097.93	490.313	652.366	659.106	466.006	239.14	233.694	230.979	1224.3	598.47	629.014	732.868
KWMTBOMO07485.mrna1	495.881	737.046	646.521	846.768	605.801	743.188	594.288	299.427	142.755	141.419	146.417	877.289	586.864	562.307	606.682
KWMTBOMO02061.mrna1	309.543	590.256	857.072	913.192	927.721	845.705	413.208	158.37	31.6816	30.92	29.5964	681.281	677.14	514.162	646.561
KWMTBOMO01537.mrna1	1596.64	1086.2	584.28	1414.89	14.9893	7.73872	23.1826	12696.8	934.721	939.209	961.144	16.8232	4.24192	3.4834	21.0205
KWMTBOMO05687.mrna1	803.944	772.709	233.891	577.113	429.451	766.351	389.022	559.299	200.309	198.014	195.533	775.202	843.13	905.634	797.861
KWMTBOMO00789.mrna1	453.989	571.016	652.651	648.305	575.413	443.303	583.111	385.178	130.316	118.454	116.196	988.138	831.019	830.657	876.599
KWMTBOMO13723.mrna1	419.759	579.671	656.924	488.619	642.875	495.666	525.355	300.113	559.829	545.995	553.153	687.624	870.721	914.594	825.611
KWMTBOMO14014.mrna1	387.907	557.88	316.477	416.253	309.987	426.03	493.866	192.473	1041	1033.55	1056.45	560.92	599.817	581.962	598.06
KWMTBOMO01757.mrna1	462.223	525.823	551.965	682.324	556.3	594.734	383.107	361.388	221.677	221.801	223.957	603.335	581.329	585.158	582.779
KWMTBOMO10663.mrna1	430.543	405.305	473.794	492.974	396.991	525.193	557.005	174.439	717.27	700.34	707.187	550.56	576.091	605.136	556.243
KWMTBOMO05258.mrna1	528.462	588.424	495.137	797.575	542.581	752.932	413.945	296.449	457.988	466.717	454.439	922.724	825.245	733.581	746.289
KWMTBOMO05464.mrna1	845.643	573.481	347.59	703.304	371.924	541.236	724.083	524.216	74.7917	76.0829	70.6396	811.19	619.293	519.606	586.312
KWMTBOMO05566.mrna1	370.665	537.894	577.361	1085.12	589.187	737.536	443.761	232.649	197.761	180.94	177.786	879.229	580.958	444.08	614.126
KWMTBOMO14351.mrna1	699.71	65.648	215.065	592.288	298.51	531.853	260.176	1348.91	110	55.1532	66.7833	668.924	720.917	760.605	816.777
KWMTBOMO02907.mrna1	315.788	528.718	405.395	361.681	406.233	382.307	347.793	245.319	662.117	626.98	651.439	535.462	675.014	717.318	638.549
KWMTBOMO10127.mrna1	385.107	689.999	859.126	471.417	581.898	473.812	1284.12	146.593	511.329	524.705	517.005	824.091	275.916	298.779	256.379
KWMTBOMO06401.mrna1	386.771	558.234	513.467	509.461	425.859	492.757	531.195	506.4	199.067	203.882	209.352	828.868	772.235	834.541	831.897
KWMTBOMO07814.mrna1	372.786	629.271	424.022	454.834	443.941	493.072	798.925	158.791	495.469	516.765	543.864	506.131	621.306	631.658	657.453
KWMTBOMO02081.mrna1	512.438	423.18	362.477	599.753	417.131	504.919	320.489	556.725	216.492	219.114	215.861	664.185	592.921	564.328	655.038
KWMTBOMO11511.mrna1	270.502	445.867	729.271	584.019	504.523	450.9	551.14	479.791	1307.82	1304.9	1304.1	544.344	264.535	271.993	231.125
KWMTBOMO03002.mrna1	1291.68	734.868	1435.76	2314.26	398.137	451.513	570.491	1528.73	500.09	502.355	500.954	3212.07	237.615	226.845	354.424
KWMTBOMO03169.mrna1	609.777	448.038	486.607	1267.12	581.724	949.406	797.967	447.307	60.8543	58.4651	59.5438	928.069	479.887	402.122	526.777
KWMTBOMO13171.mrna1	340.207	455.634	495.873	502.509	518.61	482.202	369.532	254.601	308.957	303.161	302.5	558.464	568.738	525.103	520.559
KWMTBOMO15626.mrna1	219.018	480.253	497.387	511.552	471.915	502.04	291.618	123.446	145.755	152.031	149.702	645.515	727.793	602.437	599.074
KWMTBOMO06913.mrna1	583.121	733.18	384.278	410.952	381.041	477.362	525.426	375.396	144.918	164.69	163.205	715.465	523.359	600.435	558.403
KWMTBOMO06763.mrna1	1517.42	1522.32	40.4396	540.159	323.81	963.851	475.434	422.308	90.2345	85.5891	84.2727	338.191	527.648	491.183	589.522
KWMTBOMO02840.mrna1	324.047	469.51	429.268	391.114	366.846	461.967	320.099	206.663	504.96	496.235	507.47	610.332	632.331	606.785	590.102
KWMTBOMO05075.mrna1	463.217	450.873	488.355	695.609	467.049	684.525	410.788	430.626	46.9399	48.6161	43.7519	749.296	758.183	749.314	737.421
KWMTBOMO04529.mrna1	415.939	349.024	167.181	463.919	253.617	462.239	313.319	412.765	475.283	475.703	475.68	590.367	564.969	544.385	605.021
KWMTBOMO12461.mrna1	344.621	459.148	449.581	1112.52	588.704	950.392	420.464	132.094	41.124	39.988	36.6914	739.448	732.403	520.622	646.625
KWMTBOMO03241.mrna1	243.779	496.771	334.608	364.659	336.009	359.172	354.086	242.396	457.73	504.847	479.388	557.068	559.12	592.917	517.51
KWMTBOMO12189.mrna1	331.691	439.094	443.273	525.998	465.997	412.389	429.623	194.809	286.709	287.835	278.776	545.273	572.828	516.171	535.52
KWMTBOMO07247.mrna1	285.682	443.399	433.762	427.442	435.962	391.147	466.414	178.317	74.4987	67.866	66.2767	536.368	521.131	521.682	547.758
