target_id	tpm01	tpm02	tpm03	tpm04	tpm05	tpm06	tpm07	tpm08	tpm09	tpm10	tpm11	tpm12	tpm13	tpm14	tpm15
KWMTBOMO03183.mrna1	26.846	22.3945	34.5153	34.1082	28.192	21.185	35.4909	17.1018	6.34E-06	3.14E-07	1.48477	39.9643	28.0646	27.0859	29.296
KWMTBOMO05109.mrna1	20.7277	29.0896	24.5438	34.0143	25.6573	21.1299	29.5211	21.5176	73.585	75.5579	74.8171	31.047	27.0833	26.4083	23.3688
KWMTBOMO02356.mrna1	36.3822	23.895	28.5807	35.9667	28.9751	30.6095	47.7087	17.4831	10.2537	10.157	9.78869	27.0786	25.8875	24.5296	27.105
KWMTBOMO13197.mrna1	18.3496	27.6187	20.7702	25.0606	24.6773	24.761	37.5019	19.3017	24.0013	29.5179	27.0638	44.2596	55.2584	49.5817	52.1806
KWMTBOMO09068.mrna1	17.2802	22.6356	29.8766	34.6608	27.6088	27.032	32.4933	17.2897	2.39	3.00658	2.61557	38.5698	31.1932	24.2958	31.867
KWMTBOMO16403.mrna1	21.3385	17.2546	25.3781	29.8906	31.4329	26.8836	21.7717	33.7932	57.7285	54.173	53.7466	27.0002	23.4411	24.2805	30.9746
KWMTBOMO13256.mrna1	89.5038	32.5315	26.9533	12.2343	3.04196	0.878351	1.71033	49.621	350.714	370.602	390.387	27.494	0.957304	0.598212	0.354206
KWMTBOMO05759.mrna1	12.536	46.7546	26.8877	40.6786	25.332	34.4158	25.5232	10.5817	20.6172	21.885	21.0813	40.6065	39.3825	32.88	39.6999
KWMTBOMO12515.mrna1	18.3383	26.8759	27.8976	34.2518	30.4158	29.4707	18.0413	18.6279	17.3668	16.7677	17.415	27.9311	31.7721	25.0547	28.933
KWMTBOMO07853.mrna1	23.522	26.8366	38.1857	34.2121	40.636	16.843	18.8626	20.0941	110.615	104.961	99.9699	38.5839	25.0254	21.0087	20.2572
KWMTBOMO11993.mrna1	19.5741	29.3106	28.2506	42.1809	26.8341	27.862	24.3249	16.3841	2.60478	3.29015	3.15962	40.1366	33.7712	26.3994	34.3568
KWMTBOMO12120.mrna1	18.2333	38.0065	27.7608	26.9474	28.485	27.0254	17.0122	13.2376	16.0015	16.7681	17.0707	35.2806	29.2633	26.7537	25.7251
KWMTBOMO05509.mrna1	10.1202	21.2843	39.9509	32.1015	33.7337	21.6771	32.7637	16.2461	4.87784	2.92095	3.04074	43.99	34.1883	26.6859	35.9645
KWMTBOMO07820.mrna1	29.1333	0	0	26.6721	2.02246	29.5232	20.801	39.2722	0	0	0	35.2233	28.9946	29.2641	42.5909
KWMTBOMO11479.mrna1	19.4233	30.549	70.736	40.4711	44.363	36.5981	27.9742	23.4605	26.6664	25.0955	25.8276	35.287	21.3061	19.4048	20.6095
KWMTBOMO04181.mrna1	26.6319	17.6665	29.0152	30.9922	22.7988	24.6541	56.3381	50.8442	1.47164	11.664	9.84042	38.6968	22.7309	26.683	37.0831
KWMTBOMO16793.mrna1	19.7982	50.467	65.5955	0.891551	6.7156	2.38634	34.0435	2.61212	55.2828	43.1089	52.5406	16.3717	27.5946	19.0767	26.6255
KWMTBOMO15167.mrna1	19.6961	27.5656	35.8051	44.3914	31.6652	26.817	26.607	31.5534	3.75463	2.94373	3.25805	38.7264	25.4309	16.0092	26.2676
KWMTBOMO16484.mrna1	40.8262	88.1997	27.0605	32.0898	26.5089	29.7321	20.5143	346.725	2.43756	2.45981	3.95667	18.2174	10.7954	9.14131	30.2353
KWMTBOMO04934.mrna1	39.9339	4.12874	2.95856	66.6008	21.7072	59.8483	31.6402	29.9362	0.0969361	0.193035	0.060203	42.3177	26.4922	23.2238	36.0891
KWMTBOMO04145.mrna1	20.0189	28.1791	34.2711	35.5826	26.1585	26.6614	34.2949	12.9025	2.97134	1.99545	2.0521	44.773	26.4735	23.6589	26.8614
KWMTBOMO07887.mrna1	15.4914	31.1239	42.934	35.8957	37.9465	31.0206	28.8961	16.6483	26.4655	26.0645	26.1887	33.8913	26.4094	21.4031	24.178
KWMTBOMO14157.mrna1	65.7602	42.583	14.257	35.3235	18.4217	31.66	15.1963	33.1215	3.105	4.13924	3.99908	48.1784	25.9335	29.9205	26.4453
KWMTBOMO02423.mrna1	10.1051	31.5216	37.3734	30.157	29.5613	24.7215	15.9009	9.39734	33.628	34.3955	32.8564	26.4439	24.911	19.6988	22.5942
KWMTBOMO15847.mrna1	57.0157	19.9265	33.5053	57.1236	37.5942	43.7962	62.3087	23.2633	2.48887	1.73211	2.10628	26.4368	23.1515	21.7612	30.6609
KWMTBOMO09911.mrna1	27.149	15.4774	20.9933	53.6363	28.8345	39.5628	25.3359	21.5862	0.357902	0.173369	0.343393	40.8308	31.672	26.3674	33.3358
KWMTBOMO11485.mrna1	13.7278	26.3345	21.8713	25.2494	23.6388	20.5447	24.9435	14.1682	55.1364	54.4685	59.0537	36.8014	33.9877	36.1269	35.2426
KWMTBOMO13094.mrna1	25.6123	27.4941	45.0233	40.879	37.1015	31.6778	29.3982	10.3575	10.3854	10.5669	10.5772	38.4352	22.5989	26.2451	23.9801
KWMTBOMO14925.mrna1	52.6868	7.29612	26.3937	46.249	30.1734	28.0621	31.1751	26.2451	0.287497	0	0.270065	35.3381	14.9506	16.6698	14.183
KWMTBOMO15582.mrna1	162.557	53.7935	139.806	343.155	48.3351	26.2251	6.92791	77.0325	9.4117	13.628	12.8886	320.262	7.87832	7.28253	12.617
KWMTBOMO12299.mrna1	20.9421	26.219	31.4749	39.8196	25.4015	30.0913	29.5296	5.84902	0.646499	0.696151	0.551595	47.376	34.2734	25.6836	30.8797
KWMTBOMO15151.mrna1	11.114	26.1889	33.7541	35.2466	35.6902	32.2711	17.6242	13.9457	11.5845	8.56686	11.1116	29.505	26.9558	25.8871	27.9049
KWMTBOMO03927.mrna1	26.1736	34.1743	32.5433	62.2932	45.2534	38.1634	18.2028	32.2822	1.00961	0	0.479139	26.2356	4.24579	3.66092	7.74974
KWMTBOMO16286.mrna1	25.62	27.1805	36.7675	56.6413	36.2563	31.0854	30.369	26.1625	16.1787	16.0478	13.7961	30.8144	18.3516	14.0581	20.5845
KWMTBOMO01766.mrna1	26.1431	31.821	90.6523	77.751	59.9824	74.4443	45.6831	17.8413	1.59924	2.22319	1.51962	45.0642	22.5678	17.319	22.8662
KWMTBOMO11111.mrna1	26.1382	36.5272	54.6871	57.1552	41.2357	57.027	47.2952	14.7496	0	0.618383	0.652403	32.5706	22.2671	21.3259	20.3917
KWMTBOMO12707.mrna1	14.6994	32.8929	26.1378	30.9107	28.1626	27.7477	23.679	13.1168	17.0987	17.058	16.205	34.2663	31.855	24.5512	27.378
KWMTBOMO06727.mrna1	10.7987	22.533	30.5558	26.1146	24.7824	22.4485	31.0715	22.0553	30.9769	25.6808	27.6166	44.8975	25.872	30.8284	29.5275
KWMTBOMO10330.mrna1	20.2649	48.0253	51.0225	26.0819	25.902	42.1494	19.2412	3.39064	23.2692	20.5626	19.6777	58.7567	41.7956	38.5361	32.8798
KWMTBOMO07374.mrna1	27.726	15.4838	0	49.204	8.63346	40.4566	11.8772	85.1279	2.76762	0	0.00440867	46.0016	29.1967	26.08	46.0065
KWMTBOMO13224.mrna1	39.3037	15.4947	2.56059	33.0482	10.328	28.012	26.034	47.8937	1.11186	0.341354	0	35.2837	22.0948	33.6299	40.7692
KWMTBOMO09243.mrna1	14.1768	19.3753	44.3144	47.0284	41.5023	33.2771	21.0177	25.9808	3.14724	2.4679	3.16281	47.2019	28.5922	23.9244	32.8822
KWMTBOMO00801.mrna1	12.8218	18.7615	31.3324	30.5688	26.6808	25.9796	24.1507	18.6381	3.75984	3.07517	2.40419	31.4773	30.7087	27.9591	31.4156
KWMTBOMO06315.mrna1	16.732	25.9396	30.4872	25.6715	34.297	14.3185	67.43	15.8456	29.9132	36.8599	31.2843	28.1141	20.8426	18.6761	19.7713
KWMTBOMO13295.mrna1	22.4263	31.1193	25.9014	33.0994	24.5247	26.3601	36.9719	105.914	12.4437	12.4792	14.8125	30.9851	23.2994	21.2382	34.9554
KWMTBOMO13611.mrna1	18.619	22.844	30.928	39.272	28.2643	28.9573	28.4623	24.5144	25.8905	24.2393	23.9649	38.53	25.4227	21.3475	28.3925
KWMTBOMO13293.mrna1	26.3529	25.8672	15.9824	21.8027	22.0048	14.6328	27.8399	29.8051	4.23034	3.78787	3.04566	28.9517	29.4712	31.5579	35.0667
KWMTBOMO09207.mrna1	26.3076	68.9004	22.6256	18.1671	15.642	25.9014	16.1043	10.5266	24.8858	22.805	25.8019	51.0499	73.6528	75.8817	75.3098
KWMTBOMO11594.mrna1	25.7986	16.276	11.7422	40.209	27.3849	26.6117	28.0231	59.2179	4.7427	5.50283	4.77925	28.7822	23.0267	24.8029	34.7758
KWMTBOMO09542.mrna1	93.165	11.7419	7.52847	67.2636	15.8882	60.2195	50.1098	14.3963	0.0814433	0.0736308	0.0524286	35.2685	30.7167	25.7803	29.9013
KWMTBOMO01856.mrna1	26.4588	18.3122	30.3173	39.2394	27.5904	25.747	35.3029	30.5477	3.11209	3.12316	3.5171	42.0911	22.5745	19.2408	23.1123
KWMTBOMO01370.mrna1	20.9626	23.0903	100.054	44.8267	56.1675	31.6126	28.5342	34.4108	4.64715	6.25795	5.94452	50.7282	22.286	19.7987	25.7381
KWMTBOMO03027.mrna1	101.495	30.0394	1.31166	29.7332	6.92206	32.6629	16.7975	49.0777	0	0.225375	0.570229	27.389	21.7485	25.7199	39.414
KWMTBOMO08099.mrna1	21.553	25.3727	20.6472	31.2415	22.3888	24.8263	25.7804	24.0728	25.5249	25.6163	26.6435	38.6985	29.9669	28.6428	34.6292
KWMTBOMO07324.mrna1	19.2823	25.2412	33.2822	25.5672	32.4398	23.1584	27.9956	14.8537	6.37172	7.15833	6.19531	46.6142	30.8862	31.0486	32.7853
KWMTBOMO13709.mrna1	25.5526	8.85726	9.13047	81.8972	72.9653	119.74	19.8391	26.7577	0.0666611	0.0861226	0.0852954	40.6121	26.5374	19.9248	29.4612
KWMTBOMO12518.mrna1	13.7061	25.5282	33.188	26.7865	33.5533	24.4435	25.869	13.7406	17.7209	19.7335	21.5931	32.5612	27.1436	20.4515	25.5391
KWMTBOMO16636.mrna1	16.0867	27.3041	2.33375	4.89846	0.952923	2.15699	157.228	159.637	287.751	280.628	286.008	26.1215	13.1247	25.4906	22.347
KWMTBOMO13996.mrna1	14.4214	26.5349	22.971	32.3653	29.9127	30.4605	29.5691	10.9555	4.86278	3.8583	3.27549	26.4111	29.7372	21.5498	25.4398
KWMTBOMO13454.mrna1	21.6562	67.8307	38.2722	50.0882	39.7075	49.5413	22.1318	9.60362	10.0614	10.0559	10.2833	38.811	38.2475	23.8927	25.4349
KWMTBOMO15425.mrna1	20.7894	26.3915	15.8147	18.5111	18.546	20.3028	13.8819	13.9415	37.1975	38.4313	38.9687	25.4194	28.2139	26.8223	25.5256
KWMTBOMO11110.mrna1	102.575	1.4179	0.367981	44.5352	3.83853	58.0342	25.6878	26.2547	0	0	0	23.6559	33.4264	25.4118	47.4561
KWMTBOMO15146.mrna1	18.4441	23.1228	33.065	25.2604	32.6617	17.6951	25.0108	16.397	29.913	33.4259	34.8717	28.4824	25.3927	24.2613	30.9857
KWMTBOMO06771.mrna1	2.6979	7.30617	67.8383	45.2026	21.6829	9.74998	28.5329	25.3728	31.3011	34.1041	33.5769	27.9972	3.98519	3.88875	5.8495
KWMTBOMO06344.mrna1	25.2039	47.0985	62.4259	59.77	49.1135	47.0474	49.8912	13.7258	4.01788	4.98693	3.70701	48.2845	25.1378	19.2943	25.3279
KWMTBOMO03233.mrna1	12.7083	19.5116	27.7075	32.6209	25.65	27.9096	32.5555	10.407	7.51974	6.93233	6.3519	31.2964	26.0446	21.7007	25.3239
KWMTBOMO11394.mrna1	35.9658	0	2.87488	49.8583	25.8771	21.5432	57.0964	16.6384	0	0	0	34.2271	25.9999	25.3055	26.8617
KWMTBOMO11212.mrna1	17.9103	26.2166	28.0158	38.8486	25.3002	25.7805	26.2905	25.2504	2.71363	2.94238	3.13412	45.9066	18.7442	23.8037	26.3803
KWMTBOMO02430.mrna1	16.3939	28.436	56.661	44.8035	43.1776	32.849	37.1468	8.28878	0	0.32525	0.125921	39.8278	25.2507	19.6019	24.5037
KWMTBOMO06856.mrna1	25.236	10.1945	10.1567	42.2535	33.2745	35.1576	25.2055	17.8668	2.725	1.70182	3.57386	31.3827	33.3677	26.653	30.1568
KWMTBOMO11730.mrna1	82.4064	42.8352	13.5295	46.594	15.7148	25.1944	29.8293	50.6164	18.5931	20.7605	20.1291	41.9921	24.1174	20.6494	28.0189
KWMTBOMO14051.mrna1	19.8521	17.6877	25.3759	18.4724	29.4296	26.0368	27.4063	15.6159	2.11601	2.90634	3.53211	25.1381	38.9422	40.4854	50.9463
KWMTBOMO02647.mrna1	11.6241	21.8184	44.2166	38.3778	37.8269	39.6449	17.9545	10.0959	3.56981	2.7336	3.16664	37.0573	38.8478	25.1318	28.0293
KWMTBOMO06561.mrna1	19.7247	34.3546	28.7281	40.0034	29.163	38.2267	23.8936	9.44368	0.972307	1.48816	1.30176	43.6751	30.0485	20.6811	25.0528
KWMTBOMO11742.mrna1	103.906	17.9145	10.5816	49.2902	44.4889	69.8557	61.7643	0.419063	0	0	0	42.7623	22.8815	25.0507	26.3446
KWMTBOMO15306.mrna1	36.8988	25.3954	31.6848	48.7568	37.0207	25.0404	22.5428	203.679	15.2843	13.9959	16.218	61.4706	17.8041	14.1288	23.5838
KWMTBOMO13287.mrna1	20.6109	20.1394	33.6274	61.4902	34.3014	43.8167	31.3099	15.9302	0.815148	0.737113	0.886445	46.7289	27.7873	19.8066	25.0022
KWMTBOMO14627.mrna1	39.4111	37.8113	38.6442	33.4089	18.5826	38.0264	45.3537	18.3138	7.42295	9.43407	5.04936	44.8099	20.1005	19.6887	24.9938
KWMTBOMO07914.mrna1	24.9572	24.6297	10.5035	30.4536	23.7955	36.8976	35.8526	23.2699	3.30375	3.08012	3.5191	31.5721	34.8941	35.5349	34.2558
KWMTBOMO05320.mrna1	20.4817	25.7271	21.4463	27.9083	24.9609	23.7433	31.1372	32.0128	13.5949	13.5925	12.5594	26.2607	23.9677	24.8787	26.006
KWMTBOMO07303.mrna1	24.1983	24.8604	40.3805	64.9012	51.8043	54.0914	25.7281	40.001	11.5204	12.5978	13.3225	37.6268	15.3835	11.7589	19.3012
KWMTBOMO12084.mrna1	10.9937	20.0797	17.6309	24.8296	24.8389	15.0487	86.7721	29.0022	44.999	48.5449	48.3806	25.1955	23.7478	17.6224	25.3829
KWMTBOMO14458.mrna1	24.8284	14.9328	20.0959	54.8544	28.1478	40.8346	53.2998	29.7024	0.969155	1.02429	1.18348	43.5933	23.2695	22.6423	30.821
KWMTBOMO06221.mrna1	27.8951	20.2567	26.9106	45.7844	23.8064	15.6477	21.9942	31.4767	11.3177	9.72887	10.9659	57.8942	26.2979	24.7583	27.4611
KWMTBOMO14912.mrna1	16.2224	18.4924	42.2966	40.5305	42.2474	28.9412	23.5876	24.7453	9.91652	11.0683	11.2032	28.4646	27.857	21.4134	28.5546
KWMTBOMO14456.mrna1	21.3363	26.1021	19.6091	29.0399	19.0849	24.7323	28.4396	19.3253	5.87768	6.24516	6.12422	38.1282	28.0069	29.4977	31.4365
KWMTBOMO08006.mrna1	9.56481	8.74767	13.3017	18.7845	23.2242	16.7566	15.0454	34.438	28.3589	26.4393	24.6559	29.1684	33.1608	31.9785	36.913
KWMTBOMO16375.mrna1	41.0876	20.9169	1.31906	24.6191	7.09719	21.4162	29.3206	83.7057	5.40578	1.91577	3.28489	49.8841	40.625	36.928	58.7416
KWMTBOMO15715.mrna1	40.4633	7.10218	3.70E-10	45.235	14.1518	44.7969	22.3463	38.7386	0	0	0	53.2953	36.589	24.5966	37.3503
KWMTBOMO13406.mrna1	22.196	18.0338	38.3038	22.6376	28.4259	24.5881	36.4666	23.0173	14.7153	18.7137	18.1786	38.7875	43.8661	40.8018	40.1425
KWMTBOMO07886.mrna1	24.5624	15.6669	3.25777	28.3699	12.1586	25.1613	10.789	36.5142	2.80945	3.03433	2.6501	46.4211	50.4061	51.048	54.0228
KWMTBOMO13587.mrna1	22.3892	23.3398	7.76654	36.4646	18.6465	32.7874	24.5199	21.0321	17.9718	28.7355	22.6161	50.7093	35.6749	28.7366	35.7184
KWMTBOMO02705.mrna1	53.9134	35.7661	10.1966	39.9431	29.3945	40.627	24.4438	47.5663	9.99482	8.75538	9.01175	21.0817	17.2147	25.783	22.6806
KWMTBOMO05731.mrna1	13.219	18.1393	25.5943	25.2955	22.442	19.0053	23.4888	21.8048	24.2053	28.1082	27.7366	33.6431	32.2039	24.4021	28.842
KWMTBOMO11446.mrna1	62.9889	41.5547	41.3125	56.77	24.393	21.839	26.6293	57.318	10.544	10.3671	10.7401	67.4985	18.6848	16.9953	22.7473
KWMTBOMO00300.mrna1	24.8662	15.3029	14.138	60.0973	34.9812	53.6749	41.2726	12.9961	0.616222	0.723806	0.716867	37.5149	24.8477	15.6696	24.3484
KWMTBOMO01800.mrna1	19.9188	15.8425	30.6055	46.2822	32.9749	38.158	20.0784	17.975	6.88419	5.36212	5.17549	50.3025	34.3938	24.3356	29.8856
KWMTBOMO08583.mrna1	15.0651	26.1387	10.9512	27.2986	16.9908	22.961	17.251	27.0264	56.5026	56.9428	59.8054	31.1788	24.1757	20.7774	24.3103
KWMTBOMO04641.mrna1	727.527	23.6728	0	0	0	0.00480809	265.316	0	1562.28	1076.46	1075.33	139.078	24.3032	86.8304	0.0581886
KWMTBOMO00655.mrna1	19.7761	20.8331	52.5846	40.2503	44.7362	30.0929	39.5894	20.7164	4.60881	3.4602	4.90085	61.5602	24.3004	23.3217	32.6146
KWMTBOMO12927.mrna1	23.0999	20.536	27.1072	37.9286	27.8749	26.3714	26.01	24.2988	3.48433	3.58417	3.69657	37.7441	22.9548	23.3862	27.7352
KWMTBOMO15475.mrna1	99.6549	15.0238	19.9626	46.1742	37.4745	16.7293	27.051	24.3208	25.8632	24.2987	28.0687	16.3977	8.26036	3.37273	6.90688
KWMTBOMO00291.mrna1	19.5692	6.63868	1.94136	29.6375	9.9293	26.3563	24.2923	25.7411	2.34368	1.81363	3.05204	32.1574	42.641	42.9122	61.9049
KWMTBOMO15758.mrna1	52.4081	0	0.226076	27.0678	0.713518	27.8448	15.5845	24.2852	0	0	0	24.5611	30.7403	32.6708	39.5276
KWMTBOMO09691.mrna1	6.66462	13.2216	24.2728	17.6282	26.2971	13.2669	17.3021	11.3397	54.0876	55.0446	53.7087	23.6129	24.5375	29.1605	31.1371
KWMTBOMO13319.mrna1	44.7395	38.8982	11.5651	27.5352	37.6627	58.2122	24.9929	5.11724	0.51152	0.465928	0.608121	15.2291	22.9579	24.2583	31.1383
KWMTBOMO02097.mrna1	24.2443	22.9789	45.167	33.5643	29.1732	41.2096	22.3506	8.88246	3.08158	2.57975	3.30303	37.3034	29.6537	22.2809	32.4571
KWMTBOMO12736.mrna1	14.6703	24.1974	19.4173	19.3898	21.8528	22.3978	17.9605	19.6197	58.6015	52.4199	54.6097	24.6355	31.0582	33.4488	28.9603
KWMTBOMO01683.mrna1	20.3194	24.0224	19.9662	28.7579	20.1515	24.1317	75.516	26.0629	20.3903	20.3677	19.4072	43.9626	28.5177	24.8635	29.8173
KWMTBOMO13959.mrna1	20.4807	18.0271	58.7448	31.4607	52.1484	24.1055	33.185	29.8669	20.3586	21.9394	22.6067	28.0008	18.257	18.5703	25.7979
KWMTBOMO07339.mrna1	15.0709	20.9978	39.9459	29.3769	32.3534	23.3068	39.9096	30.2854	2.20853	3.89167	5.69853	29.2023	23.752	24.0899	24.2993
KWMTBOMO02112.mrna1	12.2974	19.1329	28.9371	24.084	23.5181	19.3523	26.5823	11.5728	40.7039	42.7868	44.7491	39.0394	27.9001	19.4032	19.5035
KWMTBOMO14470.mrna1	14.5193	24.0791	24.8682	29.9632	25.4586	29.4819	20.4676	10.183	11.7324	12.6843	13.0293	30.2282	30.441	23.9461	26.9479
KWMTBOMO03237.mrna1	36.0736	19.0978	5.00151	44.1749	13.3005	36.9175	20.4212	46.2105	6.14632	3.64849	3.45495	36.9664	29.6543	24.0521	36.4749
KWMTBOMO06641.mrna1	22.6025	21.4195	24.0462	36.6899	35.5305	24.3008	41.1296	38.0308	12.624	10.3133	9.76731	32.4312	20.1166	18.9222	26.331
KWMTBOMO07884.mrna1	18.5778	18.8662	32.9477	37.0979	39.0046	23.9955	23.045	11.7828	22.3553	23.1796	26.1569	64.7411	24.5522	20.7595	27.2212
KWMTBOMO04811.mrna1	23.9845	17.4969	34.6193	49.3114	27.9283	29.7462	35.6789	14.9254	2.00229	2.15022	1.94923	33.5703	18.1636	22.3543	25.4537
KWMTBOMO07104.mrna1	20.0081	21.0413	59.5277	58.8367	57.1381	52.6379	33.81	23.9811	0.68561	0.868984	0.877576	39.8459	23.763	17.3729	26.277
KWMTBOMO02878.mrna1	11.2522	30.519	20.0812	23.9724	16.3262	19.5496	31.0105	7.08893	28.045	28.1422	31.0755	24.4427	24.4913	17.4177	20.0139
KWMTBOMO01806.mrna1	40.7889	29.4928	48.8968	46.7244	43.7278	47.431	23.9045	16.0118	2.57672	3.06353	2.96858	39.5653	17.6697	20.0737	17.6483
KWMTBOMO07243.mrna1	35.2482	12.3013	6.28784	18.3926	12.8541	26.6264	17.4408	37.5875	26.5771	23.8898	23.7028	13.4964	26.7401	27.6527	25.1934
KWMTBOMO12205.mrna1	32.2155	15.5655	16.2716	36.1012	22.5785	25.5177	42.2162	21.1233	6.58916	5.70444	6.54381	33.0778	23.8615	24.9364	26.3085
KWMTBOMO06437.mrna1	18.6607	23.7827	44.8556	38.6146	32.2799	36.1463	35.1344	14.1865	2.08241	1.21722	1.84007	32.332	22.9666	20.8733	27.0989
KWMTBOMO08926.mrna1	23.7581	14.3221	13.292	16.3242	10.8435	17.8688	37.2525	118.98	37.5072	27.8966	31.3104	45.5303	16.1736	11.9099	48.6472
KWMTBOMO10145.mrna1	0.153791	4.23362	33.694	33.5253	36.5069	23.7013	17.8915	20.109	1.19361	0.250381	0	49.4001	46.7454	46.3339	50.1626
KWMTBOMO15506.mrna1	23.6796	32.2433	26.1823	42.401	32.8624	34.7102	21.342	12.5188	2.04896	2.11353	2.18536	32.5451	27.3349	19.7108	22.7462
KWMTBOMO07812.mrna1	12.5576	27.518	43.4749	34.7154	36.5462	29.7124	23.6637	13.8181	14.0288	15.7462	17.4506	36.8811	25.6472	18.219	18.8717
KWMTBOMO12442.mrna1	84.8776	36.4823	0.791677	4.83104	2.66974	16.1129	30.4645	23.6579	0.427711	0.356975	0.502411	35.5953	65.4935	70.362	74.3341
KWMTBOMO04802.mrna1	23.6288	21.9313	46.6546	50.9642	45.2116	35.4632	41.0269	15.5977	3.7269	3.97447	2.76301	39.9167	23.5896	15.6973	23.1446
KWMTBOMO02163.mrna1	17.8257	21.673	24.2811	31.5769	29.0726	29.4627	17.1292	24.0538	24.5395	23.5193	22.9649	28.3705	18.2924	14.7785	18.6827
KWMTBOMO04033.mrna1	23.4869	25.2909	32.9907	41.4749	26.6018	27.104	25.5997	14.2773	4.08523	3.0255	2.56388	39.6362	21.5126	19.5545	16.7842
KWMTBOMO16649.mrna1	23.4759	31.2118	22.7061	17.8179	25.6533	18.0132	16.2262	9.43823	23.3975	24.734	23.4812	25.3361	30.4713	29.3929	28.6652
KWMTBOMO14483.mrna1	59.7831	15.1641	7.54809	106.05	27.428	52.1469	41.5097	46.8848	0.128363	0.124381	0.164249	56.605	16.6118	16.0166	23.4449
KWMTBOMO10002.mrna1	23.3886	25.5865	40.3087	38.3289	33.398	33.0128	72.0027	10.1669	3.0615	4.32233	2.56791	40.4591	22.5386	16.568	18.3675
KWMTBOMO16480.mrna1	8.46941	2.6519	50.182	49.6252	41.0997	40.3145	20.6865	6.27669	0.698221	0.733054	0.527885	39.7317	32.7102	23.3881	25.8773
KWMTBOMO12401.mrna1	59.8505	18.2415	0.0994	81.0669	24.8955	55.7573	8.37187	26.4639	0	0.272773	0.25258	48.4939	23.3626	22.7846	43.2364
KWMTBOMO12669.mrna1	20.6773	18.7254	40.264	30.0904	32.0925	31.115	19.7051	15.3865	30.0344	32.7811	33.8802	22.8359	20.7364	23.2762	22.0218
KWMTBOMO09657.mrna1	27.023	17.4594	18.1048	33.9731	31.982	30.4497	23.2594	15.7853	1.80279	2.28001	2.67551	23.172	28.8325	27.6128	28.8882
KWMTBOMO02275.mrna1	15.882	20.6979	19.288	23.2257	21.8443	21.7661	20.4532	11.9002	34.6124	35.0667	32.3107	30.5207	32.1691	26.1589	24.6003
KWMTBOMO05711.mrna1	20.86	25.7839	21.4665	23.2232	20.3081	19.8463	27.6335	24.3675	4.8057	4.4885	4.1814	42.5175	38.5723	38.4346	38.0031
KWMTBOMO11006.mrna1	15.5527	16.1229	27.6934	23.822	23.2163	19.2055	15.0963	37.8748	13.9022	12.7719	16.0718	35.8583	35.8283	31.9476	41.9124
KWMTBOMO06972.mrna1	19.4706	22.8144	28.6814	46.9523	29.983	33.2355	24.5116	23.2118	14.9265	14.8967	16.1482	27.8944	23.3113	15.9542	20.9323
KWMTBOMO07783.mrna1	33.1672	4.43443	25.9934	26.2667	24.7942	29.4878	42.1183	21.7062	2.87658	1.91698	3.53153	30.2344	18.6696	23.2089	18.3892
KWMTBOMO08130.mrna1	38.4534	9.72154	2.62445	8.74392	1.36E-09	23.194	27.9139	26.2413	13.7347	16.6265	16.8714	52.6073	36.3638	42.6572	38.7703
KWMTBOMO03503.mrna1	25.342	12.6317	62.2572	57.9462	21.0601	6.11089	10.6013	47.5116	23.191	26.5176	24.8441	47.2345	1.69691	0.467995	4.17843
KWMTBOMO01832.mrna1	23.5697	18.3489	26.0778	36.829	35.4319	27.8306	16.0889	29.7867	22.7688	23.1802	23.0002	24.1912	14.4517	12.8526	16.5388
KWMTBOMO08007.mrna1	12.1916	24.7425	33.4929	49.1864	26.2228	38.6443	18.6828	12.4803	11.6507	11.843	12.4668	59.8334	20.6861	23.1747	31.3177
KWMTBOMO02561.mrna1	26.4944	17.7681	29.5527	42.0011	39.701	42.0381	26.5979	18.7374	7.24401	6.85667	5.86159	37.6484	20.084	18.7835	23.1453
KWMTBOMO01347.mrna1	10.9451	23.7789	25.2553	22.9828	22.247	18.5907	18.2723	10.2671	25.9911	28.1909	29.0338	29.0631	23.1433	20.4015	26.3181
KWMTBOMO08213.mrna1	32.8055	11.8815	5.84804	41.2032	13.6731	38.3438	30.0679	23.4822	0.229669	0.20665	0.44853	35.0012	23.1235	17.7052	25.2906
KWMTBOMO13022.mrna1	10.3163	23.1008	25.0483	23.7164	26.9777	18.3494	11.8619	11.5053	41.5222	44.3978	41.9483	29.0169	17.37	17.2066	14.4713
KWMTBOMO01280.mrna1	15.4135	20.3627	23.0661	28.8888	19.9144	20.5326	34.2742	27.7563	29.7638	25.9651	27.0116	26.9295	14.59	14.2361	16.7609
KWMTBOMO10371.mrna1	12.3285	18.1423	36.1788	31.3296	28.3697	24.7573	17.7466	8.17391	39.0046	36.7722	36.6109	23.0642	16.4384	15.5859	15.3398
KWMTBOMO12611.mrna1	43.3952	0	0	37.8784	9.26318	30.3532	22.4472	57.9487	0	0	0	34.6102	23.0585	26.4654	33.1943
KWMTBOMO03040.mrna1	278.613	91.7314	23.0012	20.0798	11.5511	9.95761	8.97895	63.2109	16.3456	16.5978	15.451	137.048	47.654	89.2026	319.446
KWMTBOMO01947.mrna1	16.1791	38.3836	26.6929	17.8437	23.294	22.975	15.5732	0.56576	70.5892	70.8584	69.9518	17.7044	23.845	21.7016	14.4029
