target_id	tpm	tpm	tpm	tpm	tpm	tpm	tpm	tpm	tpm	tpm	tpm	tpm	tpm	tpm	tpm	tpm
KWMTBOMO15674.mrna1	12.098	4.67579	7.00282	4.2314	3.67336	5.19304	4.89781	5.49793	5.06708	6.3924	1.7939	13.0208	3.46352	8.38115	3.25863	9.84096
KWMTBOMO06456.mrna1	5.73714	9.21639	11.3504	9.17502	0.589735	1.51959	3.03603	0.538809	4.16716	1.25385	4.51673	10.0753	6.05045	7.93733	9.31807	2.29009
KWMTBOMO01620.mrna1	3.62261	8.28648	7.10976	9.61651	5.61949	0.383411	0.33009	0.636625	3.38232	3.9768	8.01561	4.67946	6.16067	10.7631	5.32624	4.92039
KWMTBOMO07798.mrna1	17.7652	0	0	0	60.7556	111.669	84.2282	99.0159	0	14.0393	0	8.18065	2.06E-05	2.05775	2.25E-08	42.7864
KWMTBOMO05524.mrna1	1.80361	0	1.60443	0.352639	1.73081	54.9052	43.9959	47.6714	6.0087	4.19918	6.24647	12.995	1.54892	2.95845	7.93236	18.6074
KWMTBOMO02429.mrna1	7.5759	2.69173	6.3768	0.98973	0	12.8732	11.4901	11.4188	2.02629	3.1997	5.087	5.11141	5.97676	5.48497	3.64402	5.047
KWMTBOMO13334.mrna1	3.89574	8.26541	6.65196	8.10974	5.02455	0.340796	0.391449	0.290782	3.62965	3.73555	5.41102	5.35659	5.17326	6.19785	5.799	4.5179
KWMTBOMO12878.mrna1	2.05767	13.0185	4.20893	9.34012	27.0844	2.06446	1.89173	1.80875	2.68173	2.21751	4.14007	5.95521	9.34467	8.67974	10.6787	13.7375
KWMTBOMO00884.mrna1	0.261493	6.67956	0.869335	6.98326	5.25997	0	0	0	3.42498	4.38844	5.49975	6.17128	5.66109	7.09733	4.89269	6.81481
KWMTBOMO05467.mrna1	3.68879	5.11483	9.11	7.39511	2.96237	2.31291	1.91782	2.31989	5.03078	4.71534	7.14127	3.7553	8.43548	5.78916	6.22485	7.3337
KWMTBOMO09411.mrna1	4.904	8.06084	9.30764	8.35778	2.37122	0	0.22532	0	4.95598	4.4158	6.18117	5.18546	5.76964	7.48745	6.63667	4.207
KWMTBOMO14477.mrna1	11.9435	13.2071	9.06942	12.2037	2.37888	0.92288	0.484842	0.480243	2.51097	3.44852	1.40299	10.0083	4.70525	7.93598	10.4267	5.43293
KWMTBOMO01071.mrna1	2.11581	8.13177	5.15637	7.99664	7.10584	4.50837	3.66127	4.98138	4.46809	3.01523	5.17368	4.40856	5.65146	8.19155	4.3803	5.36866
KWMTBOMO04854.mrna1	2.67366	4.90219	5.65692	6.25469	6.13375	2.42281	5.22132	2.61479	3.62354	3.8873	8.15832	7.88569	6.10347	9.22423	4.77712	4.73115
KWMTBOMO10107.mrna1	14.773	10.342	10.0654	8.99046	0.295108	2.16E-08	3.27303	0.984143	0.314178	2.39129	3.40181	9.72803	3.66354	6.68925	6.45043	8.83358
KWMTBOMO09100.mrna1	2.22418	3.74296	4.31659	4.06751	7.59493	4.99939	6.95757	5.19576	5.19425	5.10396	10.8946	6.38827	3.03573	5.91151	3.13651	3.16931
KWMTBOMO12494.mrna1	0.563208	12.2317	4.59806	14.1641	10.9686	0.108347	0.0699954	0.311961	2.63073	2.79407	5.82472	5.49771	6.09275	9.42514	5.77522	4.07546
KWMTBOMO08289.mrna1	1.30695	6.62679	3.30097	6.59353	6.65576	0.16303	0.105302	0.365007	2.92297	2.63838	5.45015	5.7413	5.23585	8.99594	5.63182	4.85488
KWMTBOMO08245.mrna1	1.27641	9.23404	3.83007	8.26156	12.3152	0	0.269285	0.151461	3.83073	4.65822	7.39881	5.37325	6.12185	8.66502	5.29708	4.78994
KWMTBOMO00788.mrna1	2.20876	10.8324	6.10418	9.5979	5.17733	0	0.051675	0.20471	3.3292	3.59793	7.86474	4.90196	9.42302	9.34675	4.77777	5.27829
KWMTBOMO15468.mrna1	15.4225	14.6941	12.4681	12.5529	3.63957	0.500608	0.291076	0.352352	3.91106	3.94518	5.05613	5.10591	4.16464	6.25306	5.26719	5.0144
KWMTBOMO07204.mrna1	1.07663	8.22424	3.70548	8.23886	8.79987	0.513134	0.662954	0.738663	3.16552	4.52786	6.84081	5.53209	5.96721	8.42275	5.83145	4.2089
KWMTBOMO06257.mrna1	4.75031	4.35119	5.00382	5.72234	0.797494	10.0112	14.7167	14.3103	5.19486	4.15589	5.55807	4.3376	4.43179	5.65236	4.97363	5.05192
KWMTBOMO14492.mrna1	5.2716	7.42952	6.25152	7.04173	4.50175	0	0	0	4.97869	3.37941	17.9194	4.99381	5.53186	6.05145	4.9661	5.04546
KWMTBOMO14911.mrna1	1.50356	8.93966	3.33143	9.34009	11.9323	0	0	0	1.06993	2.22089	6.67074	7.5127	8.7812	10.0378	3.07587	7.09457
KWMTBOMO12151.mrna1	2.5252	6.25001	5.95038	8.46625	5.65513	0.358833	0.984976	0.459047	6.76988	6.67739	11.976	4.34086	4.03121	6.402	3.24835	2.90223
KWMTBOMO08066.mrna1	1.19022	5.9767	1.95317	6.77441	9.13433	2.10494	1.00792	1.38	6.35944	1.22573	5.35886	5.513	4.63655	8.64368	3.76671	6.22447
KWMTBOMO04314.mrna1	3.57033	10.8326	6.28639	11.6361	16.7074	0.492097	0.874207	0.787107	5.46496	4.4826	6.90699	4.42396	5.68048	6.47358	4.52281	2.94116
KWMTBOMO14657.mrna1	0.633583	6.94222	3.17056	7.2888	10.5928	0.346226	0.894307	0.885639	3.0503	4.06011	5.41254	4.56632	6.41416	5.76873	6.25583	7.3023
KWMTBOMO02869.mrna1	0.58073	5.51729	10.8216	1.71098	2664.68	30.8979	30.5619	30.933	1.65007	1.36128	4.45513	4.10511	15.8488	6.18733	1.01036	1.12567
KWMTBOMO09752.mrna1	1.67528	0.84214	3.64764	1.95E-10	1.22037	6.67692	3.19036	4.7315	2.98521	5.23659	6.328	9.96247	9.57825	10.0735	7.06288	7.69794
KWMTBOMO07215.mrna1	2.44218	5.56086	5.08675	4.68407	9.97471	1.26912	1.29811	0	4.66203	4.18844	7.00552	6.26985	6.11097	9.95746	6.74602	4.87999
KWMTBOMO07252.mrna1	6.81387	4.99696	8.41214	5.31922	4.93345	0.589244	0.699686	0.690145	3.45406	5.33031	5.78903	5.0952	4.88238	5.39715	4.95566	2.92838
KWMTBOMO01928.mrna1	0.390587	8.40243	1.05481	8.37499	13.2885	0	0	0	4.83731	4.53794	8.21256	4.22813	7.39859	7.31643	5.08437	5.71974
KWMTBOMO06243.mrna1	0.993823	7.00048	2.99504	7.34493	7.05197	0.662203	0.65859	0.796748	4.3008	4.70417	6.90957	6.04126	4.86304	9.63109	6.38713	5.05222
KWMTBOMO02769.mrna1	9.48105	6.20052	8.87368	8.78797	0.840498	0	0.431139	0	2.40003	5.21576	4.23378	6.55262	5.37935	3.44038	4.71869	5.13849
KWMTBOMO08852.mrna1	2.25658	5.65786	2.99854	4.95815	15.746	0.933906	1.25239	1.07884	3.38749	4.45402	7.13577	5.15045	5.2923	7.70846	5.88115	4.89589
KWMTBOMO15061.mrna1	6.29936	5.62206	4.3012	4.98643	5.04356	0.982937	0.800889	1.30792	2.48885	4.72824	4.26053	8.92571	5.46472	4.86635	5.76803	5.83801
KWMTBOMO10132.mrna1	5.13555	6.32337	7.49345	7.07342	6.31229	1.0361	2.0076	0.994123	3.55322	4.7116	4.56014	5.1885	5.86279	5.90302	3.66093	3.34808
KWMTBOMO00556.mrna1	2.1877	2.36486	10.3799	10.9382	8.21245	1.38764	3.60779	2.92383	1.18817	0.388804	2.28415	44.6365	57.7443	43.8192	8.29464	6.23901
KWMTBOMO11883.mrna1	1.73761	4.78872	3.10077	5.74787	4.27241	2.46114	1.80759	1.59027	5.05439	3.88614	7.52336	5.29424	7.04504	7.9523	5.77455	5.46281
KWMTBOMO08934.mrna1	2.23119	6.6558	7.53674	9.19552	4.97192	0	0	0	5.9102	4.1095	5.16546	4.50442	6.26468	7.40482	4.86965	2.00893
KWMTBOMO02629.mrna1	6.49301	6.53996	9.2635	6.88275	5.86451	0.525122	0.726848	0.623874	4.2395	2.7176	4.42595	5.07723	4.76159	7.00967	5.17055	4.71801
KWMTBOMO06222.mrna1	1.26386	7.19274	2.95517	7.35699	4.86063	0	0.335344	0.0859068	3.85941	4.19367	7.61502	5.94334	4.97607	8.37307	7.58745	5.01566
KWMTBOMO07681.mrna1	6.51654	8.37904	11.2111	7.56891	9.70934	4.60859	2.01554	2.16594	4.84295	3.49138	2.99859	3.3761	3.28164	4.99281	7.60936	5.02637
KWMTBOMO12175.mrna1	1.1344	8.75522	5.08192	8.86865	10.7972	1.92411	2.8562	2.21332	3.86564	3.96105	8.70439	2.73383	4.75203	9.22429	5.11888	6.35243
KWMTBOMO09502.mrna1	1.99744	3.08781	0.590885	5.98928	4.84087	1.02935	1.12313	0.695324	4.8948	4.93826	5.76487	7.51895	5.10877	5.10739	6.08252	5.25892
KWMTBOMO11499.mrna1	8.90879	6.1715	4.85895	3.18885	11.2115	4.29455	4.95993	3.87156	8.33038	7.76027	6.56803	1.22405	1.79007	2.25425	3.78415	8.79909
KWMTBOMO03520.mrna1	11.2554	7.91355	8.06837	5.20678	1.16505	0	0	0	1.26109	1.92647	3.28183	4.60807	6.04009	6.90765	7.20522	6.13636
KWMTBOMO11194.mrna1	0.70203	7.21333	2.55428	7.66051	17.6799	1.58687	1.09271	0.996914	6.26803	6.24641	7.04355	5.22144	4.42962	5.47854	4.57342	3.05893
KWMTBOMO11961.mrna1	1.08493	8.8161	3.28066	9.49412	5.32488	0	0.132257	0.0654892	4.36431	4.23645	6.90165	7.3287	6.45146	9.2141	6.03748	4.4534
KWMTBOMO12760.mrna1	16.1185	3.22675	9.70667	2.7118	0.935482	6.32934	4.6973	4.34999	0	5.42841	5.05055	2.4724	3.90735	5.19836	5.1355	5.38126
KWMTBOMO07800.mrna1	8.10839	4.04119	4.29778	4.98393	3.59336	3.52628	1.75854	2.32109	6.39421	6.18996	4.74576	5.84044	5.51569	4.54555	9.646	8.89533
KWMTBOMO04446.mrna1	0	6.0564	0.101346	3.06395	14.8406	0	0	0	4.1314	3.45856	6.64591	7.16423	5.58814	7.59291	6.16955	7.22899
KWMTBOMO07375.mrna1	2.30911	5.1772	6.42334	5.01608	6.9973	1.77E-05	0.672444	0.72281	4.27971	4.3296	5.7634	4.69377	5.59362	5.51473	5.47718	3.97308
KWMTBOMO02975.mrna1	6.94657	8.25952	9.3213	7.0487	6.20578	0.232495	0.364822	0.191298	2.76522	3.17315	3.34692	4.82508	4.86513	6.15209	5.28545	4.07608
KWMTBOMO16477.mrna1	8.25096	4.79787	8.69617	5.1886	1.15132	0	0	0	2.68308	2.45417	4.86657	5.88029	3.6624	8.38632	5.66853	5.52421
KWMTBOMO11799.mrna1	0.0569033	2.89284	0.526588	4.48535	44.3857	0	0	0	5.17867	6.83871	7.71515	4.40855	5.76343	8.45761	5.33944	5.77501
KWMTBOMO12775.mrna1	6.81871	10.1551	5.00991	12.7295	33.3215	12.672	14.5065	10.3026	3.02926	3.0339	0	4.63815	1.88204	2.99672	0.0259123	0.927643
KWMTBOMO00842.mrna1	8.16157	18.2738	11.0732	17.3293	17.9982	0.195695	0.252773	0.375496	2.62251	2.87557	4.811	3.40013	5.51472	5.21695	3.36996	4.83494
KWMTBOMO07381.mrna1	4.93251	7.20434	6.65972	6.99971	3.77133	7.84865	9.49528	7.83359	2.44992	1.85534	4.71125	2.53377	3.09871	5.11017	3.57335	4.38392
KWMTBOMO05480.mrna1	1.94082	6.98526	8.91752	11.3558	32.8907	0.556317	0.282357	0.167621	7.06052	8.378	10.7357	4.34945	3.36238	5.28626	2.25403	2.21588
KWMTBOMO05736.mrna1	3.17726	7.32448	3.97479	4.82688	8.63338	1.28341	1.3824	0.273857	3.1024	2.37749	4.8003	6.5635	10.0428	9.77004	11.4808	12.0184
KWMTBOMO07246.mrna1	3.99757	1.06306	0.00940756	0.541905	7.26675	2.14283	2.06151	2.53621	5.20055	6.3548	4.99838	5.12578	4.61675	5.97445	7.27753	5.63525
KWMTBOMO00122.mrna1	2.59373	3.53664	4.08221	3.96722	5.1237	5.76249	4.70086	5.17269	1.76973	3.37666	4.78052	5.0429	4.86468	6.50543	4.81707	5.0516
KWMTBOMO09383.mrna1	2.32596	4.69682	2.97329	5.83165	5.08457	0.909991	1.05373	1.31073	3.98568	4.57893	4.90002	7.05279	5.97961	8.40505	7.18827	6.02967
KWMTBOMO11998.mrna1	0.21258	5.81188	2.14122	7.72084	9.45482	4.06863	4.95346	4.92921	4.49421	4.28278	6.20794	3.51298	5.18353	7.84024	2.99569	4.64907
KWMTBOMO10739.mrna1	0.870201	16.2305	4.84305	12.8626	12.2066	0.123045	0.262259	0.230522	4.72605	2.75372	9.12007	5.84881	5.14247	14.0122	3.99001	4.52808
KWMTBOMO13266.mrna1	4.77506	0	5.7125	0	11.1936	11.1094	4.77128	4.22015	0	4.90054	0.960853	6.88903	6.13422	5.7577	3.64596	0
KWMTBOMO01314.mrna1	0	3.52223	3.89059	4.60662	7.18584	3.69832	3.04383	2.09814	6.72528	7.57597	8.11655	15.0117	10.5124	9.30184	2.54541	4.93568
KWMTBOMO05300.mrna1	1.70704	5.24566	4.8909	5.68224	11.1546	4.99361	5.24756	4.38652	4.42596	4.34268	6.02123	4.26761	4.64221	6.63917	4.48833	4.46524
KWMTBOMO07548.mrna1	18.3312	10.9326	12.9791	9.62559	7.53302	1.32721	0.395599	0.979435	3.57599	4.46709	4.23411	6.16678	3.64051	6.19857	3.90591	5.05214
KWMTBOMO12025.mrna1	8.68841	11.3789	9.37183	10.167	2.52605	1.06425	2.36626	0.667958	3.57312	3.08957	3.64089	8.17176	4.01433	7.40748	7.27002	5.50156
KWMTBOMO05980.mrna1	5.92697	7.62709	4.03867	5.01666	1.7231	0	0	0	5.86927	2.55885	2.02113	10.713	6.74	5.56914	11.4791	4.49902
KWMTBOMO11103.mrna1	18.7801	2.45358	13.0321	2.25614	1.9561	0.408178	0	0	5.04213	4.46887	1.74168	10.141	11.2821	9.20557	7.55513	6.15793
KWMTBOMO09090.mrna1	0	0.86229	0	3.71403	9.09978	0	0	0	5.08303	4.52166	8.63211	8.01372	12.6275	12.6247	5.2759	4.96604
KWMTBOMO07075.mrna1	2.15788	5.13998	4.26326	5.7494	5.99686	1.48891	1.02205	1.72682	4.34467	4.2059	5.93276	5.40027	5.73029	7.33903	5.34672	4.2899
KWMTBOMO08436.mrna1	1.02826	5.72319	4.03813	6.08772	1.55832	1.90672	1.13983	1.30279	3.35186	4.44774	5.41236	5.0651	6.27813	9.36023	5.02575	5.57532
KWMTBOMO13076.mrna1	1.78919	8.6522	6.16857	9.62173	16.8865	0	0	0	2.31143	7.73907	7.89485	3.30452	11.5905	2.46335	7.15525	2.45372
KWMTBOMO14102.mrna1	1.62993	7.37974	5.16201	13.2556	4.77959	1.0889	0.503841	0	7.25011	6.90743	7.83866	3.12818	4.68381	5.3701	1.86133	0.217548
KWMTBOMO04653.mrna1	1.86184	10.7358	4.19138	9.98094	5.85193	0.212578	0.137333	0.272034	3.9149	4.02691	6.11743	5.15111	5.91262	7.63861	6.2854	4.31012
KWMTBOMO16114.mrna1	2.86128	7.00366	3.75722	6.2231	5.07569	0.430298	0.439294	0.487845	3.89831	5.62375	8.41492	7.28152	6.29611	7.70077	4.31099	4.36905
KWMTBOMO11991.mrna1	2.99017	7.09828	5.65845	8.23221	3.30935	0.318734	0.0882657	0.128746	3.93221	3.8148	5.40911	5.83448	5.34995	6.70174	7.0033	4.09199
KWMTBOMO06034.mrna1	15.5394	6.30258	8.08648	4.54724	1.99448	0.882702	1.11416	0.438727	3.76928	3.55502	4.06009	5.89855	5.65397	6.54851	6.43202	4.88827
KWMTBOMO09422.mrna1	4.33277	5.08856	5.52785	4.82511	4.60592	2.67276	2.2598	2.65678	3.00325	3.76379	5.78641	5.0126	5.67359	6.80561	5.0513	4.25481
KWMTBOMO07650.mrna1	5.29508	6.7053	7.52677	7.38322	3.13177	0.144628	0.126705	0.169483	2.84852	2.83302	4.33105	5.62846	5.41833	5.0782	5.29887	4.06233
KWMTBOMO02932.mrna1	2.77561	4.82238	4.37372	4.72113	4.68613	2.08601	1.66293	1.70879	3.84001	3.98573	5.71878	5.32718	5.94631	7.4718	6.09176	4.72877
KWMTBOMO10383.mrna1	2.76741	10.3267	9.60349	14.2984	3.50549	0.0521022	0.134665	0.200072	1.07303	1.3701	3.77171	10.7468	7.41457	10.4576	12.3944	5.55726
KWMTBOMO13586.mrna1	5.2704	7.3688	8.32353	7.17278	4.87671	2.80313	2.63388	2.28252	2.81451	4.29664	4.47468	3.9655	5.55308	6.2963	4.37284	4.83975
KWMTBOMO11354.mrna1	0.00466839	5.87831	3.729	5.52807	20.5164	0	0	0	3.77842	2.9545	6.78716	3.50715	5.82819	6.18269	12.0302	11.4127
KWMTBOMO01412.mrna1	6.64917	5.75555	6.77416	5.47585	4.62816	1.32716	0.963804	0.742292	3.09209	3.9213	4.51923	6.67501	4.65853	4.09996	6.60743	6.44417
KWMTBOMO16208.mrna1	8.93018	5.65789	10.1436	5.03122	5.67029	3.79266	4.77395	5.83898	2.17546	3.23661	2.99715	4.44432	5.81825	4.17195	4.50951	2.136
KWMTBOMO09210.mrna1	7.45357	13.1394	11.7991	12.1615	5.43929	0	0	0	1.23018	1.61468	4.64752	5.45903	3.26441	6.09804	4.6309	2.36943
KWMTBOMO06630.mrna1	3.53823	4.05027	5.53793	4.28044	6.75447	2.76072	2.71009	3.02403	4.11981	4.9899	6.28409	5.74832	6.22591	6.17932	5.06891	3.4137
KWMTBOMO07009.mrna1	5.47354	76.9251	59.8719	86.12	82.307	0.0321076	0.0214274	0	3.79101	2.78349	16.1091	2.47447	1.47516	15.529	8.01306	2.22074
KWMTBOMO03345.mrna1	6.87616	9.13712	8.77036	8.65328	8.60907	1.19109	1.44282	1.04794	3.22575	3.75564	5.57904	3.33139	5.16719	5.98442	4.09125	3.48415
KWMTBOMO06375.mrna1	2.58251	1.90278	1.90859	1.18444	7.99201	6.07086	5.77795	5.23379	2.93736	2.14793	3.18963	4.55625	5.66469	4.69774	6.71799	4.78415
KWMTBOMO03413.mrna1	2.58435	7.97688	5.71976	9.36001	7.79827	0.166303	0.351761	0.232793	4.42829	3.76369	5.97143	4.03981	4.78829	6.19888	7.09647	3.72094
KWMTBOMO12907.mrna1	0.815701	11.8223	4.5754	11.5832	6.96427	0.0922498	0.0298046	0.103322	2.02731	1.87085	4.68386	4.63432	6.74187	10.1335	6.52016	4.43226
KWMTBOMO03519.mrna1	0	4.44874	0	5.92858	4.24632	0	0	0	5.07725	4.75352	9.45461	6.64588	7.54283	5.42119	5.10186	2.51794
KWMTBOMO13646.mrna1	2.47028	10.1247	4.85609	10.6887	6.05074	0	0	0.144492	1.61567	2.00029	6.31789	4.85938	4.34391	6.39401	5.67671	3.4158
KWMTBOMO09659.mrna1	0	16.2708	0	16.2983	36.2375	0	0	0	3.76444	3.29928	8.15023	6.28361	6.99068	13.882	3.86649	5.33255
KWMTBOMO06563.mrna1	5.23118	4.6186	7.12676	4.39359	5.24634	7.73442	7.87547	9.24484	2.24545	2.93715	3.79463	3.60965	4.56761	4.93371	3.82381	3.19966
KWMTBOMO09533.mrna1	0	7.39643	0	5.49903	5.53531	0	0	0.0719143	5.15142	2.25674	12.2311	5.24279	4.03108	10.3236	5.63267	2.86701
KWMTBOMO10377.mrna1	0.245582	8.40711	3.85507	9.27039	13.0581	0.110279	0	0	4.51807	4.59426	7.98884	4.30398	5.22459	9.76735	4.56666	4.82264
KWMTBOMO07198.mrna1	6.81285	4.79695	5.74833	3.65019	2.46643	5.6566	8.51388	7.18878	4.36089	4.21694	4.00281	3.33807	4.33934	5.98316	3.93838	5.29265
KWMTBOMO15476.mrna1	6.18086	12.7542	11.4382	12.4437	3.94354	0	0.452511	0.179975	3.66583	5.96607	8.58371	4.61437	3.26432	4.76433	4.54008	2.63159
KWMTBOMO00046.mrna1	2.25997	4.33623	5.39127	5.84853	5.59828	0	0.299237	0.0987719	2.86452	2.53425	6.23815	5.67702	6.6644	8.06554	4.81671	3.22907
KWMTBOMO08617.mrna1	9.15806	4.4973	10.8069	4.63928	2.99184	11.0526	12.3672	10.3359	3.71407	2.58164	2.02487	5.79575	4.06779	3.63806	6.25826	3.16759
KWMTBOMO01700.mrna1	1.41375	6.33546	3.67193	5.66592	5.44705	1.19226	0.593546	1.88917	3.93797	5.83947	3.34967	4.77338	5.83087	8.34346	4.33713	5.58266
KWMTBOMO16722.mrna1	0	0.0905854	0.384353	0.0554561	1.29E-05	14.5029	25.7146	26.3462	9.45506	9.76366	5.42274	0	11.7932	4.42538	0	4.68269
KWMTBOMO15210.mrna1	1.48309	9.09327	5.27931	11.8393	3.42205	0	0.116048	0	3.00012	2.47982	6.13517	5.22298	6.29216	5.55697	7.6348	3.87569
KWMTBOMO03402.mrna1	0.241378	10.0328	0.796944	9.16007	14.7304	0	0	0.0884661	3.84711	2.50208	7.71268	3.59208	5.2466	7.7187	5.95186	5.3407
KWMTBOMO02650.mrna1	8.23671	3.99563	5.28181	5.09571	0	0	0	0	0	0	0	7.30423	6.64038	7.07286	9.17684	6.92343
KWMTBOMO14582.mrna1	1.65362	7.07621	4.51769	7.77431	3.24647	0	0.186038	0	3.49379	4.57192	4.78053	5.77417	5.86483	6.91096	5.73178	2.43409
KWMTBOMO15717.mrna1	2.84091	5.13059	21.1196	9.22261	0.536188	0.142983	0.738513	0.548489	14.2042	28.6506	3.95412	17.1278	0.432211	7.00748	1.09271	39.5834
KWMTBOMO04609.mrna1	5.57694	4.64154	8.34174	5.21197	0.411856	5.43354	4.14118	2.20606	3.42935	3.61752	4.43962	4.40587	5.80091	5.39602	2.13948	6.18443
KWMTBOMO10817.mrna1	3.47609	7.34209	6.00531	8.11848	7.79148	0	0.0911348	0.21524	4.66452	3.99105	4.40998	7.60218	3.93261	5.95054	5.45679	4.30971
KWMTBOMO10792.mrna1	0	9.0254	4.81356	11.6229	15.5465	0	0	0	4.25122	2.00898	7.95266	4.19657	5.95451	7.76368	3.40232	5.37921
KWMTBOMO14789.mrna1	0.819168	8.65764	5.17302	11.5148	7.39826	0	0	0	1.54174	2.45821	4.12215	4.9329	4.30458	9.32668	4.92029	4.75824
KWMTBOMO06963.mrna1	0.517993	11.3451	2.40922	12.5909	6.1302	0.366503	0.240025	0.151915	4.0958	5.74591	8.43543	5.09719	4.9475	8.09928	3.84382	3.60322
KWMTBOMO05222.mrna1	0	2.23178	0.15694	6.49611	11.1935	0	0	0	1.79428	3.24645	5.79645	10.7051	8.23189	11.3492	8.74348	7.58808
KWMTBOMO16032.mrna1	9.61008	6.63767	8.28761	4.11972	0.740337	2.55006	2.89405	3.01461	4.42114	4.61877	5.63855	7.30223	7.46738	4.27094	2.7235	7.53892
KWMTBOMO07028.mrna1	5.85408	11.2347	4.68418	9.21476	4.35153	0.135876	0.218358	0.49677	3.07669	3.2675	4.02897	6.14303	6.33031	6.71845	5.93946	3.80929
KWMTBOMO03615.mrna1	11.1347	13.3372	9.98613	8.96611	2.02041	1.18566	1.15785	1.20543	4.91877	2.92513	2.72035	6.54017	4.93126	2.60124	5.9189	4.11108
KWMTBOMO05664.mrna1	3.94162	6.09678	4.94779	5.37124	4.4786	3.10288	2.44324	2.84529	4.09891	4.33006	3.97646	5.55899	5.18523	5.46434	6.28214	4.55011
KWMTBOMO05917.mrna1	5.15838	16.0855	22.2879	16.4764	1.22086	0	0	0	3.86004	9.87192	9.80728	1.91002	3.27076	7.76104	0	5.90637
KWMTBOMO05125.mrna1	0	1.7017	1.3212	5.76791	10.376	4.99353	6.16335	6.01239	35.1412	34.3707	44.2836	0.570616	1.96439	4.02287	1.17711	0.770386
KWMTBOMO14023.mrna1	2.35001	7.27356	4.29158	6.97112	5.60967	0.104466	0.101233	0.133685	2.93937	4.33474	5.1565	4.48346	5.18395	6.22074	6.76959	4.52943
KWMTBOMO04590.mrna1	2.50802	4.79676	4.46658	3.17228	3.00356	10.3275	2.08342	10.7127	1.98055	2.42939	5.94044	4.84435	11.7637	4.302	10.4645	4.5391
KWMTBOMO08058.mrna1	5.08425	5.75637	5.76911	4.7145	1.96835	6.05367	4.28793	6.78303	4.08224	3.3295	8.20152	3.46969	3.41834	3.52525	5.08747	3.7004
KWMTBOMO02077.mrna1	0.133893	6.52591	1.01397	8.91721	7.81655	0	0	0.123166	3.65123	5.34969	11.7922	7.03358	7.41356	11.2409	2.78496	2.29607
KWMTBOMO11719.mrna1	2.99355	5.31653	5.5324	6.34011	3.69296	0.411253	0.823718	0.811323	3.35695	3.95609	4.833	6.07832	5.76999	7.57978	6.46975	4.16316
KWMTBOMO04672.mrna1	1.22472	4.21345	2.77909	4.68237	6.4579	0	0	0	3.60785	4.38474	5.05659	5.73393	5.73486	7.83875	4.8218	4.60583
KWMTBOMO03944.mrna1	0.739625	5.42699	3.05885	6.9529	4.74633	0.25697	0.326261	0.301267	5.1813	4.13414	6.458	4.17192	5.56373	6.98016	4.23599	4.94617
KWMTBOMO13223.mrna1	0.398836	5.06789	4.16651	4.10029	9.85793	24.3071	25.7881	24.859	1.88461	2.44505	3.59156	3.33496	4.58906	8.80313	4.38886	10.7166
KWMTBOMO10683.mrna1	0.677606	5.07904	1.73492	5.59231	6.33215	0	0	0.10846	3.35067	3.56718	5.09187	4.05128	6.70339	5.62817	4.92313	5.09209
KWMTBOMO14276.mrna1	0.00253117	6.81745	1.61204	6.39959	3.84174	1.22E-08	0	1.38E-08	3.32553	3.81766	6.31366	5.11765	7.56337	9.50829	5.68484	5.78637
KWMTBOMO08845.mrna1	15.0813	10.6851	11.9678	8.03248	229.957	1.80397	1.88149	1.95189	4.61359	4.25371	4.37848	9.22191	4.52219	4.42394	3.44113	2.88046
KWMTBOMO14840.mrna1	3.10467	2.38024	4.48357	4.00258	28.6791	1.68544	1.34002	1.49304	6.47481	6.25553	8.28196	4.54105	4.66658	4.91221	4.45133	3.64688
KWMTBOMO11425.mrna1	13.6048	24.4891	3.02591	4.95226	4.26832	0	0.126464	0	1.27542	2.01085	2.61282	4.66547	5.91686	5.33182	6.60671	4.78674
KWMTBOMO04936.mrna1	3.80879	2.70377	0.208913	2.52086	5.11562	0.203323	0.0728151	0.0745355	3.5805	8.33998	9.50874	11.0395	18.6188	18.1218	14.4166	17.6435
KWMTBOMO12670.mrna1	4.48293	4.39378	4.85699	4.30639	2.98975	3.09019	2.22758	2.84438	3.73763	4.43367	5.01538	4.50824	5.86644	7.70936	5.24444	5.16467
KWMTBOMO06077.mrna1	4.34775	6.21417	4.53896	6.2845	3.5295	0.386701	0.392572	0.459502	3.88384	4.36192	5.06312	5.53674	5.79706	5.52261	6.16399	4.37482
KWMTBOMO14899.mrna1	1.15973	7.69839	6.36672	10.2763	6.64259	0	0	0	3.4505	5.91974	3.20204	4.63408	7.38897	6.43536	4.18752	4.27919
KWMTBOMO15200.mrna1	6.73401	5.39606	11.8967	5.93883	7.31148	0.241274	0.118625	0.125934	4.56055	4.51111	6.92017	2.58726	3.08474	4.39837	2.07991	2.04403
KWMTBOMO02478.mrna1	1.21987	5.00087	4.52739	6.30239	4.37498	0.558608	0.320902	0.357594	3.32403	4.04213	8.1639	3.64842	6.44797	7.04765	8.73921	9.66626
KWMTBOMO04937.mrna1	0.363104	5.54775	2.37367	4.90717	10.3595	0	0.354767	0	3.14365	1.05267	6.47296	3.9565	5.14455	8.95422	5.40828	4.95366
KWMTBOMO06348.mrna1	5.8387	4.86061	8.78059	4.32187	4.54012	8.98666	9.80407	10.6066	1.28372	0.589233	2.66732	3.06607	3.66841	5.77799	4.21908	4.11627
